,etag,id,kind,snippet.categoryId,snippet.channelId,snippet.channelTitle,snippet.defaultAudioLanguage,snippet.description,snippet.liveBroadcastContent,snippet.localized.description,snippet.localized.title,snippet.publishedAt,snippet.tags,snippet.thumbnails.default.height,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.high.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.maxres.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.medium.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.standard.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.title,statistics.commentCount,statistics.dislikeCount,statistics.favoriteCount,statistics.likeCount,statistics.viewCount
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/HJyTbOhTvVPR6dx-z7ZlXeGnFD4""",jbq9hhv4GJE,youtube#video,2,UCTzg-TPGx7Zu48KYg5H8QZw,Marko Slamić,,"...jedan smontirani filmic. 3,7 MB",none,"...jedan smontirani filmic. 3,7 MB",The movie,2007-02-20T12:22:04.000Z,"[rc, pilot, avioni, plane, sibenik, r/c]",90,https://i.ytimg.com/vi/jbq9hhv4GJE/default.jpg,120,360,https://i.ytimg.com/vi/jbq9hhv4GJE/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/jbq9hhv4GJE/mqdefault.jpg,320,,,,The movie,0,0,0,1,1693
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/Foge4eQmHyLyGn-_kYS8gqgL7TE""",wwKjy_0zz7g,youtube#video,2,UCDyb3F3BjABY7-_1IemVG5g,Pedro Piloto,,"Indo Buscar a Namorada em Tijucas SC, saindo de Bal, Camboriu SC,64km total!",none,"Indo Buscar a Namorada em Tijucas SC, saindo de Bal, Camboriu SC,64km total!",kawasaki ninja 250r GOPRO3,2013-10-09T21:40:33.000Z,"[kawasaki ninja 250r, Gopro3, pedro benini, kawazaki, ninja 250r]",90,https://i.ytimg.com/vi/wwKjy_0zz7g/default.jpg,120,360,https://i.ytimg.com/vi/wwKjy_0zz7g/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/wwKjy_0zz7g/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/wwKjy_0zz7g/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/wwKjy_0zz7g/sddefault.jpg,640.0,kawasaki ninja 250r GOPRO3,1,0,0,3,1066
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/esu11yXEJ-YzmJBmIrQ7AcOm-aw""",iiUhgkKVf5I,youtube#video,17,UCAdpo01S9G7TdTl_E9k2d8A,Joinville - SC,,,none,,Uh Respeito! - União Tricolor - 28/09/12,2012-09-29T06:51:14.000Z,[ut],90,https://i.ytimg.com/vi/iiUhgkKVf5I/default.jpg,120,360,https://i.ytimg.com/vi/iiUhgkKVf5I/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/iiUhgkKVf5I/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/iiUhgkKVf5I/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/iiUhgkKVf5I/sddefault.jpg,640.0,Uh Respeito! - União Tricolor - 28/09/12,4,1,0,8,2574
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/CVApNI_dee6krdIZjY8ZKAD8M8E""",zirieJMm4rM,youtube#video,20,UCR1wCXM9e7NshYfonwa5BAg,VideoGamerTV,,"WWE Superstar Kane talks about his experience with video games, and his thoughts on WWE SmackDown vs RAW 2010

https://twitter.com/videogamercom

Find more on http://www.videogamer.com Join The VideoGamer Community Club http://bit.ly/vgpatreontube",none,"WWE Superstar Kane talks about his experience with video games, and his thoughts on WWE SmackDown vs RAW 2010

https://twitter.com/videogamercom

Find more on http://www.videogamer.com Join The VideoGamer Community Club http://bit.ly/vgpatreontube",Kane Interview: WWE SmackDown vs RAW 2010 - VideoGamer,2010-02-16T14:57:14.000Z,"[Smack Down, WWE, THQ, Raw, Playstation 3, Videogamer, Kane, Xbox 360, Wii, (Website), Interview, VideoGamer.com, PC, PS3]",90,https://i.ytimg.com/vi/zirieJMm4rM/default.jpg,120,360,https://i.ytimg.com/vi/zirieJMm4rM/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/zirieJMm4rM/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/zirieJMm4rM/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/zirieJMm4rM/sddefault.jpg,640.0,Kane Interview: WWE SmackDown vs RAW 2010 - VideoGamer,568,28,0,972,504653
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/8NMSNwfVnrkPfSzDfatV-W5wDiE""",b4giXqMdazY,youtube#video,27,UCy5nVjQb6QhD0BKjkirsuog,Hyunju Yun,,"Choreographer: Wil Bos – June 2015
Count: 68   Wall: 2  Level: Intermediate
다음카페 - 뉴라인댄스",none,"Choreographer: Wil Bos – June 2015
Count: 68   Wall: 2  Level: Intermediate
다음카페 - 뉴라인댄스",Senor Loco Line Dance,2015-06-17T12:23:04.000Z,[Line Dance (Sport)],90,https://i.ytimg.com/vi/b4giXqMdazY/default.jpg,120,360,https://i.ytimg.com/vi/b4giXqMdazY/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/b4giXqMdazY/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/b4giXqMdazY/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/b4giXqMdazY/sddefault.jpg,640.0,Senor Loco Line Dance,0,,0,,1385
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/LROkBCi3f5mvLGuo5ePMsUhLohc""",KLt79BNDnc0,youtube#video,22,UCFs7ZvNJLRp205qn8KCu0Lg,GatesteUsor.ro,,"Cum se prepara Sos pentru Pizza
Reteta detaliata: http://www.gatesteusor.ro/sos-pentru-pizza/
O reteta simpla si gustoasa! Pentru alte retete delicioase, vizitati: http://www.GatesteUsor.ro ...",none,"Cum se prepara Sos pentru Pizza
Reteta detaliata: http://www.gatesteusor.ro/sos-pentru-pizza/
O reteta simpla si gustoasa! Pentru alte retete delicioase, vizitati: http://www.GatesteUsor.ro ...",Reteta de Sos pentru Pizza,2014-02-01T15:24:23.000Z,"[reteta, retete, gateste, gateste usor, gatesteusor.ro, bucatarie, mancare, reteta usoara, reteta sanatoasa, preparare, Pizza (Dish), sos, sosuri, sos de pizza, pizza sauce]",90,https://i.ytimg.com/vi/KLt79BNDnc0/default.jpg,120,360,https://i.ytimg.com/vi/KLt79BNDnc0/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/KLt79BNDnc0/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/KLt79BNDnc0/sddefault.jpg,640.0,Reteta de Sos pentru Pizza,28,11,0,216,39655
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/KqidvSxKq6F7X4AMktx5TD3QeDE""",I-TxtTAul1s,youtube#video,26,UCOtqqcnrB5NiliRdxTynejw,Tom Ford,,"White Party 2015 in Palm Springs, California
April 26, 2015",none,"White Party 2015 in Palm Springs, California
April 26, 2015",White Party Sunday T-Dance 2015,2015-04-27T20:01:03.000Z,"[White, Party, Sunday, T-Dance, 2015]",90,https://i.ytimg.com/vi/I-TxtTAul1s/default.jpg,120,360,https://i.ytimg.com/vi/I-TxtTAul1s/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/I-TxtTAul1s/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/I-TxtTAul1s/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/I-TxtTAul1s/sddefault.jpg,640.0,White Party Sunday T-Dance 2015,1,0,0,12,1718
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/RGNVUtLISWngBOw1R56GaZuJtYI""",zs5m_K3Xjak,youtube#video,19,UCap_8kT41t66MQaH-38B5HA,COE1305,,"Moehnesee und Sauerland tour vom Geronimo Moehnesee 2007 mit Twincam Forum guys auf Harley by Biker-tours24.de Music by C.O.E. Heavy Metal
http://www.biker-tours24.de
http://www.motorradurlaub24.com",none,"Moehnesee und Sauerland tour vom Geronimo Moehnesee 2007 mit Twincam Forum guys auf Harley by Biker-tours24.de Music by C.O.E. Heavy Metal
http://www.biker-tours24.de
http://www.motorradurlaub24.com",Moehnesee tour Geronimo 2007 Twincam Forum Biker-tours24.de,2007-10-15T04:57:34.000Z,"[Harley, Davidson, Moehnesee, Sauerland, Twincam, Forum, Biker, Motorradtour]",90,https://i.ytimg.com/vi/zs5m_K3Xjak/default.jpg,120,360,https://i.ytimg.com/vi/zs5m_K3Xjak/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/zs5m_K3Xjak/mqdefault.jpg,320,,,,Moehnesee tour Geronimo 2007 Twincam Forum Biker-tours24.de,0,1,0,0,2345
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/bBfz-FmUDCgwFuczmHggRuL3ZhM""",yhBvhGtnC8E,youtube#video,17,UCszSbUP4QQTDqpnpmy_k1Cg,Lavoie Denis,,"http://www.thebestmetaldetector.com
Today we are prospecting for gold nugget with the Fisher F2  and we are panning with a Garrett Gold pan !",none,"http://www.thebestmetaldetector.com
Today we are prospecting for gold nugget with the Fisher F2  and we are panning with a Garrett Gold pan !",Gold prospecting with the Fisher F2 metal detector and with the Garrett Gold Pan,2012-08-04T21:11:31.000Z,"[gold, prospecting, Fisher F2, metal detector, pan, panning, Garrett, treasure, hunting, hunter]",90,https://i.ytimg.com/vi/yhBvhGtnC8E/default.jpg,120,360,https://i.ytimg.com/vi/yhBvhGtnC8E/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/yhBvhGtnC8E/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/yhBvhGtnC8E/sddefault.jpg,640.0,Gold prospecting with the Fisher F2 metal detector and with the Garrett Gold Pan,3,3,0,64,22162
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/eYlZ9MB0GHp_8kG2n42L-IMPz4k""",ZLNJu3NcJ7k,youtube#video,17,UCkvIM-XwpnNiqHjgW67GxKw,NHLVids11,,https://www.facebook.com/pages/NHL-Videos/304805256204390,none,https://www.facebook.com/pages/NHL-Videos/304805256204390,Henrik Zetterberg Hat Trick 02.01.2013,2013-02-02T23:49:19.000Z,"[henrik zetterberg, hat trick, detroit red wings, feb 1 2013]",90,https://i.ytimg.com/vi/ZLNJu3NcJ7k/default.jpg,120,360,https://i.ytimg.com/vi/ZLNJu3NcJ7k/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/ZLNJu3NcJ7k/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/ZLNJu3NcJ7k/sddefault.jpg,640.0,Henrik Zetterberg Hat Trick 02.01.2013,2,0,0,9,1311
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/8ZjxGck1tDhg4zC9Vs4YEjehKw4""",3HZ7JGWXXvs,youtube#video,26,UC0TI_xeP12j0v7l34kkPy-w,silvmiriam,,"Igredienti:
- 100 gr. Farina di cocco
- 70 gr zucchero di canna
- 2 albumi

Preparazione:
- mischiare gli albumi con lo zucchero
- aggiungere la farina di cocco continuando a mescolare

- dare forma ai biscotti aiutandosi con 2 cucchiai

- stendere i biscotti su carta forno e infornare per una 10° di minuti a 150° (forno già caldo)

BUON APPETITO

ISCRIVETEVI al CANALE ^.^",none,"Igredienti:
- 100 gr. Farina di cocco
- 70 gr zucchero di canna
- 2 albumi

Preparazione:
- mischiare gli albumi con lo zucchero
- aggiungere la farina di cocco continuando a mescolare

- dare forma ai biscotti aiutandosi con 2 cucchiai

- stendere i biscotti su carta forno e infornare per una 10° di minuti a 150° (forno già caldo)

BUON APPETITO

ISCRIVETEVI al CANALE ^.^",Biscottini al Cocco,2012-12-05T19:17:09.000Z,"[video ricetta, biscotti, biscotti al cocco, farina, uova, zucchero, dolce, colazione, merenda, cucina, dessert, cibo, mangiare, sfizioso, bocconcino, snack, Cooking, Cake]",90,https://i.ytimg.com/vi/3HZ7JGWXXvs/default.jpg,120,360,https://i.ytimg.com/vi/3HZ7JGWXXvs/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/3HZ7JGWXXvs/mqdefault.jpg,320,,,,Biscottini al Cocco,2,2,0,4,2007
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/zbCweKXwikcywHhX_Oz2K5iFeb4""",0Y9YfVspo7U,youtube#video,22,UC32hFzhzelT1sfdtc2s9bsA,Кристя Казакова,,"мультики про машинки













Развивающие мультфильмы для малышей машинки мультфильм все серии подряд мультики про машинки и паровозики развивающие мультики про машинки про машинки мультики все серии мультики для самых маленьких строительные рабочие машины развивающие мультфильмы мультики про машинки мультфильмы про машинки развивающие мультики про машинки Развивающие машинки мультфильм про машинки развивающее видео мультики машинки мультики собираем машинки Город машинок мультик машинки маша и медведь новые мультики рабочие машины Машинки строительные развивающий развивающие мультфильмы baby first для собираем зим зум малышей рабочие машины kinder wheels тачки cars",none,"мультики про машинки













Развивающие мультфильмы для малышей машинки мультфильм все серии подряд мультики про машинки и паровозики развивающие мультики про машинки про машинки мультики все серии мультики для самых маленьких строительные рабочие машины развивающие мультфильмы мультики про машинки мультфильмы про машинки развивающие мультики про машинки Развивающие машинки мультфильм про машинки развивающее видео мультики машинки мультики собираем машинки Город машинок мультик машинки маша и медведь новые мультики рабочие машины Машинки строительные развивающий развивающие мультфильмы baby first для собираем зим зум малышей рабочие машины kinder wheels тачки cars",Основы безопасности для малышей   Travel Safety by BabyBus,2015-04-15T12:45:57.000Z,"[fire trucks responding, mizyaka dizyaka, про машинки мультики все серии, развивающие мультфильмы про машинки, Russian Cartoons, учимся считать, мультик раскраска, развивающие мультфильмы, машинки для детей, маша и медведь, мультик, раскраска для детей, Развивающие мультфильмы для малышей, развивающее видео, машинки, мультфильмы для детей, киндер сюрприз, fire truck engine, развивающий мультик для детей, fire trucks and police cars for children, fun toy fire truck]",90,https://i.ytimg.com/vi/0Y9YfVspo7U/default.jpg,120,360,https://i.ytimg.com/vi/0Y9YfVspo7U/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/0Y9YfVspo7U/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/0Y9YfVspo7U/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/0Y9YfVspo7U/sddefault.jpg,640.0,Основы безопасности для малышей   Travel Safety by BabyBus,0,2,0,4,7061
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/B7vDGln09TTbpB2vcwtcTNvHEfA""",QBiVJnGTj_g,youtube#video,10,UCr4kaFJ16UqtDQRzadrVkzw,Guitar Center,,"(Part 2 of 4) Tony Royster Jr.'s headlining performance with special guest drummer Mike Moore at our 26th Annual Drum-Off Finals that took place on January 17th, 2015 at Club Nokia in Los Angeles. For more info on Guitar Center Drum-Off visit http://drumoff.guitarcenter.com/

Part 1 of 4 https://youtu.be/14FdOjCM0AM
Part 2 of 4 https://youtu.be/QBiVJnGTj_g
Part 3 of 4 https://youtu.be/8y4smTUxPM4
Part 4 of 4 https://youtu.be/my8cWuE-td4",none,"(Part 2 of 4) Tony Royster Jr.'s headlining performance with special guest drummer Mike Moore at our 26th Annual Drum-Off Finals that took place on January 17th, 2015 at Club Nokia in Los Angeles. For more info on Guitar Center Drum-Off visit http://drumoff.guitarcenter.com/

Part 1 of 4 https://youtu.be/14FdOjCM0AM
Part 2 of 4 https://youtu.be/QBiVJnGTj_g
Part 3 of 4 https://youtu.be/8y4smTUxPM4
Part 4 of 4 https://youtu.be/my8cWuE-td4",Tony Royster Jr. feat. Mike Moore - Guitar Center 26th Annual Drum-Off,2015-04-01T02:37:05.000Z,"[Guitar Center Drum-Off, Drum-Off, Guitar Center, Drums, Finalist, Steve Jordan featuring The Verbs, Tony Royster Jr., Matt Garstka, and Stephen Perkins with Tim Alexander. http://www.youtube.com/GuitarCenterTV, GC Drum-Off, Drums (Musical Instrument), Drumming, Drummer, Mike Moore drummer, Kid Cudi (Music Video Performer), Jay Z drummer, Tama Drums (Brand), DW drums, Sabian cymbals, Remo (Musical Instrument Company)]",90,https://i.ytimg.com/vi/QBiVJnGTj_g/default.jpg,120,360,https://i.ytimg.com/vi/QBiVJnGTj_g/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/QBiVJnGTj_g/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/QBiVJnGTj_g/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/QBiVJnGTj_g/sddefault.jpg,640.0,Tony Royster Jr. feat. Mike Moore - Guitar Center 26th Annual Drum-Off,18,11,0,376,51825
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/ErgihBea-eAMe1ZgPEzYS_7uRt8""",LqnBkNlzUK0,youtube#video,20,UCOnZrqX93LRaNNOFjDc19nA,Bura3goku,,"水中より酷い移動速度。
当初は出撃不可ということだったけど、これは出撃不可のままでいいんじゃないかな",none,"水中より酷い移動速度。
当初は出撃不可ということだったけど、これは出撃不可のままでいいんじゃないかな",Gundam Online 宇宙で陸ガン　ガンダムオンライン,2013-05-01T09:42:17.000Z,"[Gundam, ガンダムオンライン]",90,https://i.ytimg.com/vi/LqnBkNlzUK0/default.jpg,120,360,https://i.ytimg.com/vi/LqnBkNlzUK0/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/LqnBkNlzUK0/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/LqnBkNlzUK0/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/LqnBkNlzUK0/sddefault.jpg,640.0,Gundam Online 宇宙で陸ガン　ガンダムオンライン,0,0,0,1,2804
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/u0GcgP7H6nXkZJQesevaxvGnGVo""",xyGNG3EvgXU,youtube#video,20,UCD-IbrV9B1NlcoCOuP_q3jg,kakoroto,,small clip of a massive multiplayer game from id software  that cost me £1,none,small clip of a massive multiplayer game from id software  that cost me £1,Enemy Territory - QUAKE Wars,2009-10-11T11:16:06.000Z,"[Quake, etqw, ultra, high, strog, human, multiplayer, doom, doom4, id, Gameplay, Trailer, animation, game, movies, trailer, ET:QW, Activision, Xbox, 360, PC, Playstation3, FPS, First-person, shooter, Xbox 360 (Video Game Platform), Shooter Game (Media Genre), Games, Enemy Territory: Quake Wars (Video Game), Video Game (Industry)]",90,https://i.ytimg.com/vi/xyGNG3EvgXU/default.jpg,120,360,https://i.ytimg.com/vi/xyGNG3EvgXU/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/xyGNG3EvgXU/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/xyGNG3EvgXU/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/xyGNG3EvgXU/sddefault.jpg,640.0,Enemy Territory - QUAKE Wars,3,0,0,3,1174
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/NYim3jBlRJTt4RGMdI3aKPNolZw""",KxIO-GmzmM0,youtube#video,20,UC3OdWzs5Y77FvHBHa2krzmQ,Simon Tay,,"Let's Play - Clash of Clans - Episode 6 from SimonVideo.com HD - Apple iOS App Reviews. Like this? Watch the latest episode of SimonVideo.com HD - Apple iOS App Reviews on Blip! http://blip.tv/simonvideo/watch 

Todayapos;s episode shows how I changed some of the positions of my towers to balance them up and wall up two islands on the left  right of my village. And a attack using barbarian, archer, goblins, healer, giant and wall breakers. 

I love healing spell and rage spell...not sure why but it did helped me tremendously but yes it does cost a lot but in event of high resource raids...why leave it to chance? 

Hmmm The reason why I have low resources and slow upgrades because I have a balance life, I don't play coc every waking hour of my day and I donapos;t waste gems on coc hehe. I am not sure if rearranging my buildings will yield sucess or not but so far itapos;s pretty encouraging. :D 

Add me as friend to facebook.com/simontay78 

Kindly do join the facebook group facebook.com/groups/simonvideo 

Alternatively you can also join google+ communities https://plus.google.com/communities/105233572054334336402 

I had use the Display Recorder app to record my iPad screen and film my face using quicktime. I edited the videos using iMovie 11 The voice in the video is me. 

This is a tutorial commentary to teach people how to play the game more strategically. Music on this video is royalty free via iMovie Intro music is ""Torn Jeans Short"" Ending music is ""Electric Rodeo Short"" 

http://images.apple.com/legal/sla/docs/ilife09.pdf 

Apple Computer, Inc. - Soundtrack Pro Software License Agreement 2. Permitted License Uses and Restrictions. This License allows you to install and use one copy of the Apple Software on a single computer at a time. You may use the Apple and third party audio file content (including, but not limited to, the built-in sound files, samples and impulse responses) (collectively the ""Audio Content""), contained in or otherwise included with the Apple Software, on a royalty-free basis, to create your own original soundtracks for your film, video and audio projects. You may broadcast and/or distribute your own soundtracks that were created using the Audio Content, however, individual audio files may not be commercially or otherwise distributed on a standalone basis, nor may they be repackaged in whole or in part as audio samples, sound files or music beds.

See all episodes of SimonVideo.com HD - Apple iOS App Reviews http://blip.tv/simonvideo#EpisodeArchive
Visit SimonVideo.com HD - Apple iOS App Reviews's series page http://blip.tv/simonvideo",none,"Let's Play - Clash of Clans - Episode 6 from SimonVideo.com HD - Apple iOS App Reviews. Like this? Watch the latest episode of SimonVideo.com HD - Apple iOS App Reviews on Blip! http://blip.tv/simonvideo/watch 

Todayapos;s episode shows how I changed some of the positions of my towers to balance them up and wall up two islands on the left  right of my village. And a attack using barbarian, archer, goblins, healer, giant and wall breakers. 

I love healing spell and rage spell...not sure why but it did helped me tremendously but yes it does cost a lot but in event of high resource raids...why leave it to chance? 

Hmmm The reason why I have low resources and slow upgrades because I have a balance life, I don't play coc every waking hour of my day and I donapos;t waste gems on coc hehe. I am not sure if rearranging my buildings will yield sucess or not but so far itapos;s pretty encouraging. :D 

Add me as friend to facebook.com/simontay78 

Kindly do join the facebook group facebook.com/groups/simonvideo 

Alternatively you can also join google+ communities https://plus.google.com/communities/105233572054334336402 

I had use the Display Recorder app to record my iPad screen and film my face using quicktime. I edited the videos using iMovie 11 The voice in the video is me. 

This is a tutorial commentary to teach people how to play the game more strategically. Music on this video is royalty free via iMovie Intro music is ""Torn Jeans Short"" Ending music is ""Electric Rodeo Short"" 

http://images.apple.com/legal/sla/docs/ilife09.pdf 

Apple Computer, Inc. - Soundtrack Pro Software License Agreement 2. Permitted License Uses and Restrictions. This License allows you to install and use one copy of the Apple Software on a single computer at a time. You may use the Apple and third party audio file content (including, but not limited to, the built-in sound files, samples and impulse responses) (collectively the ""Audio Content""), contained in or otherwise included with the Apple Software, on a royalty-free basis, to create your own original soundtracks for your film, video and audio projects. You may broadcast and/or distribute your own soundtracks that were created using the Audio Content, however, individual audio files may not be commercially or otherwise distributed on a standalone basis, nor may they be repackaged in whole or in part as audio samples, sound files or music beds.

See all episodes of SimonVideo.com HD - Apple iOS App Reviews http://blip.tv/simonvideo#EpisodeArchive
Visit SimonVideo.com HD - Apple iOS App Reviews's series page http://blip.tv/simonvideo",Let's Play - Clash of Clans - Episode 6,2013-04-14T05:50:24.000Z,"[clash of clans, lets play, game play, commentary, tips, tricks, strategy, game, supercell, simonvideo, simontay78]",90,https://i.ytimg.com/vi/KxIO-GmzmM0/default.jpg,120,360,https://i.ytimg.com/vi/KxIO-GmzmM0/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/KxIO-GmzmM0/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/KxIO-GmzmM0/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/KxIO-GmzmM0/sddefault.jpg,640.0,Let's Play - Clash of Clans - Episode 6,85,16,0,213,11363
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/z2HYBhYBLSN6a-KqczvJWFbBbkk""",NuBXkG_UPfo,youtube#video,10,UCcewXB8JjkiKtvVn4iXPiCQ,DeuvedeTV,,"Consiguelo en Itunes : https://itunes.apple.com/es/album/noche-de-pasion-single/id604298688
Facebook : https://www.facebook.com/sensikingmusic?fref=ts
Desde Jerez, Sensi King nos presenta ""noche de pasion"" su primer single, un regaeton romantico, con mucha fuerza bailable, mezclando el rap, hip hop, street y urban. Con melodias pop y una producción a cargo de Line Production y master en Barcelona",none,"Consiguelo en Itunes : https://itunes.apple.com/es/album/noche-de-pasion-single/id604298688
Facebook : https://www.facebook.com/sensikingmusic?fref=ts
Desde Jerez, Sensi King nos presenta ""noche de pasion"" su primer single, un regaeton romantico, con mucha fuerza bailable, mezclando el rap, hip hop, street y urban. Con melodias pop y una producción a cargo de Line Production y master en Barcelona","SENSI KING "" Noche de Pasión""  ( Videoclip Oficial )",2013-04-12T10:12:17.000Z,"[Reggaetton Romantico, Hip Hop, Street, Urban, Rap music, Rap andaluz, Reggaetton en Andalucia, Hip Hop Music (Musical Genre)]",90,https://i.ytimg.com/vi/NuBXkG_UPfo/default.jpg,120,360,https://i.ytimg.com/vi/NuBXkG_UPfo/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/NuBXkG_UPfo/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/NuBXkG_UPfo/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/NuBXkG_UPfo/sddefault.jpg,640.0,"SENSI KING "" Noche de Pasión""  ( Videoclip Oficial )",24,60,0,47,10822
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/lcAYQhLge76UUXD2-ad8bEQSs2g""",V6BqRci8a5k,youtube#video,27,UCv9Cpo9OqV8_kEyKfCDnScA,Rice University,,"Graffiti is not the sort of thing you would think about preserving.  But what if that graffiti was from a historical moment in time that many current college students were not alive to see?

The Berlin Wall fell in 1989, and Rice University's Baker Institute has been home to a section of the Berlin Wall since 2000. Over the years the original graffiti on Rice's Berlin Wall monument has faded.  Art conservators are periodically hired to restore the original messages from the peaceful reunification of Germany.   

Standing 14 feet high and weighing over two tons, the steel-reinforced concrete slab was donated to Rice by Browning-Ferris Industries of Houston.  The monument was removed from the section that separated West Berlin's Frohnau District from the East German district of Oranienburg.",none,"Graffiti is not the sort of thing you would think about preserving.  But what if that graffiti was from a historical moment in time that many current college students were not alive to see?

The Berlin Wall fell in 1989, and Rice University's Baker Institute has been home to a section of the Berlin Wall since 2000. Over the years the original graffiti on Rice's Berlin Wall monument has faded.  Art conservators are periodically hired to restore the original messages from the peaceful reunification of Germany.   

Standing 14 feet high and weighing over two tons, the steel-reinforced concrete slab was donated to Rice by Browning-Ferris Industries of Houston.  The monument was removed from the section that separated West Berlin's Frohnau District from the East German district of Oranienburg.",James Baker explains restoration of Rice University's piece of the Berlin Wall,2013-10-30T21:37:02.000Z,"[Rice University, Rice, Houston, Texas, College, University, Education, Students, Higher Education, Berlin Wall (Structure), baker institute, Campus, Germany (Country), Graffiti (Art Period/Movement), art, art restoration, James A. Baker, James Baker, James A. Baker III, James Baker III, Rice's Baker Institute, Baker Institute for Public Policy]",90,https://i.ytimg.com/vi/V6BqRci8a5k/default.jpg,120,360,https://i.ytimg.com/vi/V6BqRci8a5k/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/V6BqRci8a5k/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/V6BqRci8a5k/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/V6BqRci8a5k/sddefault.jpg,640.0,James Baker explains restoration of Rice University's piece of the Berlin Wall,0,0,0,6,1805
